Nariz_max,ceja_izq1_max,ceja_izq2_max,ceja_izq2.1_max,ceja_der1_max,ceja_der2_max,ceja_der3_max,hombro_izq1_max,hombro_izq2_max,hombro_izq3_max,hombro_der1_max,hombro_der2_max,hombro_der3_max,codo_izq_max,codo_der_max,Muneca_izq1_max,Muneca_izq2_max,Muneca_izq3_max,Muneca_izq4_max,Muneca_izq5_max,Muneca_izq6_max,Muneca_der1_max,Muneca_der2_max,Muneca_der3_max,Muneca_der4_max,Muneca_der5_max,Muneca_der6_max,indice_izq_max,indice_der_max,menique_izq_max,menique_der_max,cadera_izq1_max,cadera_izq2_max,cadera_izq3_max,cadera_der1_max,cadera_der2_max,cadera_der3_max,rodilla_izq_max,rodilla_der_max,talon_izq_max,talon_der_max,puntera_izq_max,puntera_der_max,tobillo_izq_max,tobillo_der_max,Nariz_min,ceja_izq1_min,ceja_izq2_min,ceja_izq2.1_min,ceja_der1_min,ceja_der2_min,ceja_der3_min,hombro_izq1_min,hombro_izq2_min,hombro_izq3_min,hombro_der1_min,hombro_der2_min,hombro_der3_min,codo_izq_min,codo_der_min,Muneca_izq1_min,Muneca_izq2_min,Muneca_izq3_min,Muneca_izq4_min,Muneca_izq5_min,Muneca_izq6_min,Muneca_der1_min,Muneca_der2_min,Muneca_der3_min,Muneca_der4_min,Muneca_der5_min,Muneca_der6_min,indice_izq_min,indice_der_min,menique_izq_min,menique_der_min,cadera_izq1_min,cadera_izq2_min,cadera_izq3_min,cadera_der1_min,cadera_der2_min,cadera_der3_min,rodilla_izq_min,rodilla_der_min,talon_izq_min,talon_der_min,puntera_izq_min,puntera_der_min,tobillo_izq_min,tobillo_der_min,Nariz_median,ceja_izq1_median,ceja_izq2_median,ceja_izq2.1_median,ceja_der1_median,ceja_der2_median,ceja_der3_median,hombro_izq1_median,hombro_izq2_median,hombro_izq3_median,hombro_der1_median,hombro_der2_median,hombro_der3_median,codo_izq_median,codo_der_median,Muneca_izq1_median,Muneca_izq2_median,Muneca_izq3_median,Muneca_izq4_median,Muneca_izq5_median,Muneca_izq6_median,Muneca_der1_median,Muneca_der2_median,Muneca_der3_median,Muneca_der4_median,Muneca_der5_median,Muneca_der6_median,indice_izq_median,indice_der_median,menique_izq_median,menique_der_median,cadera_izq1_median,cadera_izq2_median,cadera_izq3_median,cadera_der1_median,cadera_der2_median,cadera_der3_median,rodilla_izq_median,rodilla_der_median,talon_izq_median,talon_der_median,puntera_izq_median,puntera_der_median,tobillo_izq_median,tobillo_der_median
0.6790074198237803,155.80172132088438,146.82148834060726,42.08916217383226,109.64998360095652,68.6293777306568,123.146995832256,137.23632659409762,88.56439485817741,49.35494966046523,137.18828281462112,114.38682847193525,23.991144850660973,122.2529048113103,179.79437980122097,171.41573160944574,174.8132925608994,179.87376554739194,3.55901447790635,8.773984882066543,5.387062485075182,179.88214399114915,161.07206772693004,169.75172001032053,26.01497682150778,14.608075467704683,12.51401024576336,161.625004883323,129.98961917029064,20.540791090994,45.2207918917236,65.36247898466485,63.91715134351001,5.698249089905266,98.71514753182976,168.9849590923028,97.42069288655962,90.01812813313965,179.99371187977198,0.3137375630387033,53.45666947473429,179.95776517090633,130.79364886671095,3.541551399995749,29.95646200122541,0.5457417724781278,148.5985330527903,96.0541918941148,3.691385986451356,103.76257575242482,38.99099404250554,92.86240522611176,129.22977274468016,84.33965797561704,44.10369373423594,130.3401866704517,109.76724970380266,19.769741201091215,115.61938006187803,175.20785173606464,167.0359341539403,170.11923751591132,174.15513502959485,2.7339978134729632,7.030872859006542,3.964310486213539,176.76635549427894,153.5321254166665,164.0877997961236,17.119547840147252,8.498558879493654,6.709836807756842,155.90019443109946,108.76423128676863,15.64099730320403,32.17646351434746,62.66898721938191,57.0947570770121,1.4400933617959475,95.70069825639672,165.5050095180222,92.685461585722,82.99906280789098,178.13869688311664,0.003411295634407,28.526006061811,176.14471103696684,96.58686852404033,0.0388235335012899,20.680345071478097,0.6103767564065312,152.01237484985452,124.2157021324374,15.5241109967543,106.60236191519476,48.94518622903754,111.48783133771444,133.67069551678438,86.63524640799484,47.03934898551843,134.04360070858314,111.85180408570729,22.08556022582665,119.23201228479824,177.606942016393,169.38956998311588,172.5563945920214,177.10044503051685,3.173103684169322,8.068946005101528,4.799077852966745,178.4348396489101,158.08097109951154,167.53370024974086,20.45482978829336,11.078844119763556,9.162347045721706,158.51154173269163,121.52979706782725,18.39990779305039,37.23850232010052,64.2068966494649,60.66233330538369,3.634350616970214,97.46233323957162,167.11403979435067,95.68106069652528,85.62264347933865,179.37209372527738,0.1336582569309989,41.77959213938944,178.3237699524618,109.6328596317978,1.5425717906077754,27.89727103094767
