Nariz,ceja_izq1,ceja_izq2,ceja_izq2,ceja_der1,ceja_der2,ceja_der3,hombro_izq1,hombro_izq2,hombro_izq3,hombro_der1,hombro_der2,hombro_der3,codo_izq,codo_der,Muneca_izq1,Muneca_izq2,Muneca_izq3,Muneca_izq4,Muneca_izq5,Muneca_izq6,Muneca_der1,Muneca_der2,Muneca_der3,Muneca_der4,Muneca_der5,Muneca_der6,indice_izq,indice_der,menique_izq,menique_der,cadera_izq1,cadera_izq2,cadera_izq3,cadera_der1,cadera_der2,cadera_der3,rodilla_izq,rodilla_der,talon_izq,talon_der,puntera_izq,puntera_der,tobillo_izq,tobillo_der
0.6553245899026655,148.82743314992348,125.31121343963319,13.24051991518721,109.64998360095653,65.55604521958345,95.0636168530301,133.69460763608228,84.33965797561704,49.35494966046523,137.18828281462112,114.38682847193525,22.801454342685837,115.61938006187805,178.98430955668206,168.9806138341709,172.2995354530568,176.26384593927017,3.3189216188856525,7.283232105099376,3.964310486213539,177.0156644794561,156.53254443647447,167.53370024974086,20.48312004298154,9.481964229715196,11.001155813266418,157.726200508969,120.32360686255012,18.954877872145083,39.19327309446833,65.27493663813969,61.90161343268959,3.3733232054500832,95.99857691430803,168.32036238916672,95.68106069652528,90.01812813313965,179.73251909708154,0.1336582569309989,38.80116268649431,178.3237699524618,115.98437059118525,1.5425717906077754,25.214466722320427
0.6464914665689918,149.13799501335663,125.31121343963319,13.240519915187155,109.34825486085795,65.55604521958345,95.0636168530301,132.60894550969783,84.40715837749225,48.20178713220558,137.03324006622074,114.23178572353487,22.801454342685837,116.89447236557957,178.98430955668206,168.46045245058906,171.79569522835158,175.79991085558973,3.335242777762602,7.339458405000477,4.004215627238021,177.35763197315666,156.43313022823554,167.53370024974086,20.92450174492108,9.82393172341588,11.100570021505343,157.13673653960217,119.98163936884947,19.528020682635233,39.09385888622942,65.36247898466485,61.989155779214755,3.3733232054500832,95.99857691430803,168.32036238916672,95.68106069652528,89.37971560741084,179.73251909708154,0.06433011349405002,38.80116268649431,179.20643260350676,115.98437059118525,0.7292372829932176,25.214466722320427
0.6790074198237803,148.5985330527903,144.9041832129739,3.691385986451356,106.87309008537434,40.81508387488158,122.75366714031958,131.9694624255981,84.72008670887382,47.2493757167243,136.02973198052243,113.137187845218,22.892544135304433,119.36984853962177,178.25097096465794,169.99436604123574,173.55338051914225,178.67747123015198,3.55901447790635,8.683105188915784,5.124090711009241,179.88214399114915,161.07206772693004,169.23871075184186,19.04578828192331,10.879145257011437,8.166643024911805,155.90019443109946,118.97077240496876,20.540791090994,41.983439313107965,65.07003297856913,61.21035090341942,3.8596820751496863,97.07269246733907,167.03837433681707,95.88893319584386,87.59768734925935,179.90914547668595,0.1155913382721585,37.354986728329244,178.5763691875796,119.1676133795778,1.3080394741512664,23.47739989209295
0.6276394758899047,150.47741691203106,125.31121343963319,16.389540334034834,108.0276849528625,65.55604521958345,94.3432399516894,134.27229143983374,86.29793314395704,47.97435829587671,134.04360070858314,112.06356544380763,21.980035264775534,118.25838428793217,175.20785173606464,169.38956998311588,172.5563945920214,176.77020634195662,3.1668246089052623,7.380636358840827,4.213811749935346,179.1146009883713,158.81946876392917,166.73578188820807,20.295132224442842,12.37881910016406,7.916313124278978,159.5308103675178,119.28628815580875,17.30236502357675,40.41857961974839,64.08426263000982,59.676132187701285,4.4081304423083525,97.55423878222551,167.4786797201233,94.96708149765121,85.4575276566892,179.03086695806905,0.15099342874376934,43.610080488381854,178.1403485352062,108.16739209092098,1.7086580360501757,28.22252742069717
0.634824650480636,150.05872828919368,125.31121343963316,16.389540334034788,108.43918840110905,38.99099404250554,122.27564431457755,133.74081218690273,85.86313447079205,47.877677716110696,135.29470351087073,112.10384835285436,23.190855158016372,118.185839311236,176.83754516079426,168.7513695074413,171.92447319161053,176.4046703944248,3.173103684169322,7.653300886983671,4.48019720281441,178.88295364968198,156.36238804678453,165.64243373449423,22.520565602896824,13.2405199151871,9.280045687709768,159.28348236406956,116.56505117707812,17.54341395176118,40.91438322002505,64.42703925459267,60.06646130737628,4.360577947216458,97.60597792176094,166.79972854864954,95.59429352958956,86.44376786105164,179.12858352428725,0.14195699070756154,38.713106638263504,178.2793955262952,116.36722899190404,1.5786474829997963,24.919664369832425
0.6281912728718353,151.17360962753605,124.21570213243739,14.74356283647072,106.60236191519475,48.94518622903754,111.19405648154229,135.98211716322416,86.83858642542025,49.143530737803935,134.36653439245188,111.4074766513633,22.959057741088596,117.64829738114423,176.54129553222674,169.90149199386954,173.26795265729936,178.43642063363774,3.3664606634298315,8.534928639768106,5.168467976338317,178.4348396489101,160.24724807562802,166.95708488338494,21.317912275461502,14.608075467704685,6.709836807756842,158.19859051364818,117.04854838796837,18.434948822922017,41.63353933657013,64.93021297400833,61.29586235703815,3.634350616970214,96.82372394920814,167.11403979435067,96.06223625644112,86.86737654696933,178.6258697118782,0.06195092683828903,41.779592139389436,179.22875724455784,110.32313682966289,0.709291828611933,27.89727103094767
0.584450985902192,152.01237484985452,123.69006752597979,19.44003482817621,108.1570614186801,65.55604521958345,92.86240522611176,135.94728909974083,87.57933896987024,48.367950129870614,133.24551079010675,110.53131949144141,22.714191298665323,117.74860226162133,177.67123534371768,169.01840650775048,171.97598751374076,176.53359205615527,2.9575810059903143,7.515185548404686,4.557604542414349,179.8459794583306,157.46584440636812,166.45348170457657,22.380135051959503,13.392497753750987,8.987637298208504,159.76930524875823,119.74488129694235,17.27311374525153,37.87498365109812,63.675423815601775,59.69307167053089,3.982352145071,98.21391772308661,167.95445565388948,93.83162662302394,84.90146243637125,179.9359823958953,0.1855938918745425,37.919676137753875,177.71613785771552,116.5539944849124,2.0982682504117607,25.52632937733372
0.5897380757964904,152.84459974204373,96.05419189411491,42.089162173832264,105.3170413803099,42.06432655357884,120.14138555207535,133.90915409127,87.01918772619304,46.88996636507697,134.4502218429126,111.1942735744317,23.255948268480907,118.30428238120051,177.13163664329647,167.12426217058825,170.11923751591132,174.15513502959485,2.9949753453230006,7.030872859006542,4.035897513683533,179.4623323824245,158.78127719912882,167.70205813117457,21.756390418447197,12.835609486401365,8.920780932045862,159.66381471246356,118.61962405800382,17.34120994221337,39.62398552354899,63.2713713468933,58.87886861416207,4.392502732731099,98.51516735248198,166.89302307782373,94.59180956969432,84.98679220646054,178.82127947019336,0.19507483365534464,42.44818399324583,177.61102778483468,109.6328596317978,2.1938973815096734,27.918956374956384
0.626544769291113,150.46495423806283,125.31121343963319,17.525568373722898,106.21715250105389,67.38013505195956,93.3664606634298,131.20319795997491,85.89114730899611,45.31205065097882,135.12639363810595,112.57576105661583,22.550632581490134,120.50232398880298,177.2379236437064,167.0359341539403,170.2676406029241,174.43322025455018,3.2317064489839167,7.397286100609789,4.165579651625864,179.25866959348608,160.23147779890425,168.16573510659674,19.027191794581164,11.09293448688866,7.934257307692635,157.61953040735534,120.80991322837711,19.148763143660847,40.16289497704172,63.258376113647195,58.29140566191457,4.966970451732734,98.27471552074087,167.1368807655555,94.58840371370363,82.99906280789098,179.91478676532546,0.10509243080837764,39.88958243896875,178.72422728653808,114.34108993669251,1.1706802826572569,25.769327624338743
0.6190440486771338,150.829120681901,125.31121343963319,15.524110996754272,108.80058700161293,46.00508600525422,113.31422260592868,132.09279243325565,85.72162162144146,46.371170811814174,134.35585222992904,112.27029200410244,22.08556022582665,119.23201228479824,178.50592123799015,167.26745012633998,170.442555905306,175.12239939305522,3.1751057789659813,7.8549492667152,4.6798434877491975,178.916725871155,159.63252894543737,168.22300738567645,19.284196925717662,10.693718485478637,8.590478440239014,158.20089566862325,124.30628151452139,18.623998552410765,36.409521559760975,64.15233570281922,59.968153962303354,4.184181740515793,97.85575067163688,166.56531806765986,95.57893126070323,84.37807567756414,179.56636556489445,0.10369068925967645,39.88958243896875,178.7225895541135,114.34108993669251,1.1737197566365323,25.769327624338743
